X,Y,Z
-14.610000,5.800000,-13.790000
-14.480000,5.640000,-13.970000
-14.540000,5.630000,-14.120000
-14.630000,5.960000,-14.380000
-14.940000,6.110000,-13.840000
-14.500000,5.600000,-14.080000
-14.530000,5.640000,-14.150000
-15.350000,5.900000,-14.150000
-14.470000,5.650000,-14.140000
-14.990000,5.950000,-14.450000
-14.570000,5.590000,-14.170000
-14.980000,6.240000,-13.960000
-14.550000,5.930000,-14.250000
-14.830000,5.580000,-14.090000
-14.390000,5.820000,-13.920000
-14.980000,5.710000,-14.320000
-15.810000,6.410000,-14.140000
-14.810000,5.670000,-14.350000
-14.710000,5.580000,-14.120000
-14.460000,5.660000,-14.080000
-14.550000,5.680000,-13.940000
-14.930000,5.710000,-14.370000
-14.780000,6.190000,-13.930000
-14.670000,5.800000,-13.880000
-14.400000,5.700000,-14.100000
-14.510000,5.730000,-13.830000
-14.450000,5.810000,-13.840000
-14.450000,5.710000,-13.940000
-15.500000,6.250000,-13.710000
-14.510000,6.020000,-14.090000
-15.850000,6.290000,-13.930000
-14.920000,5.590000,-14.230000
-14.420000,5.690000,-14.130000
-14.730000,5.780000,-13.880000
-14.460000,5.660000,-13.960000
-14.580000,5.610000,-14.080000
-14.740000,5.590000,-14.220000
-14.660000,5.710000,-13.980000
-14.470000,5.890000,-13.800000
-15.100000,5.680000,-14.340000
-14.420000,5.740000,-13.930000
-14.440000,5.670000,-13.990000
-14.640000,5.830000,-14.020000
-14.690000,5.690000,-14.030000
-14.400000,5.790000,-13.920000
-14.580000,5.710000,-13.930000
-14.410000,5.810000,-13.920000
-15.660000,6.280000,-13.870000
-14.560000,5.940000,-14.130000
-14.450000,5.670000,-14.100000
-14.470000,5.670000,-14.180000
-15.920000,6.510000,-14.140000
-15.150000,6.140000,-14.380000
-14.540000,5.640000,-14.180000
-16.080000,6.230000,-13.910000
-14.430000,5.670000,-14.070000
-14.650000,5.650000,-14.260000
-14.450000,5.690000,-13.920000
-15.780000,6.480000,-14.340000
-15.860000,6.560000,-13.950000
-15.880000,6.150000,-14.050000
-14.410000,5.780000,-13.910000
-14.470000,5.640000,-14.050000
-14.430000,5.680000,-13.990000
-14.420000,5.740000,-13.960000
-14.400000,5.730000,-13.970000
-15.670000,6.440000,-14.040000
-14.610000,5.580000,-14.100000
-15.220000,5.770000,-14.200000
-14.910000,6.170000,-13.850000
-14.700000,5.580000,-14.190000
-15.490000,6.660000,-13.920000
-15.860000,6.390000,-14.330000
-14.630000,5.680000,-13.900000
-14.470000,5.630000,-14.070000
-14.720000,5.610000,-14.270000
-15.690000,6.550000,-14.060000
-14.500000,5.620000,-14.010000
-15.860000,6.690000,-14.230000
-14.910000,5.930000,-13.800000
-14.640000,5.840000,-13.760000
-15.780000,6.440000,-14.250000
-14.840000,5.960000,-13.870000
-14.390000,5.680000,-14.060000
-14.720000,5.930000,-13.990000
-14.460000,5.850000,-13.780000
-14.460000,5.960000,-14.110000
-14.700000,5.930000,-13.950000
-14.820000,5.610000,-14.290000
-14.500000,5.610000,-14.140000
-14.390000,5.770000,-13.960000
-15.710000,6.420000,-13.940000
-16.100000,6.190000,-13.830000
-15.780000,6.490000,-14.030000
-14.460000,5.680000,-13.930000
-14.400000,5.740000,-14.000000
-14.580000,5.760000,-13.860000
-14.390000,5.690000,-14.070000
-14.490000,5.890000,-13.760000
-14.700000,5.840000,-13.810000
-14.490000,5.640000,-13.960000
-15.990000,6.180000,-14.020000
-14.380000,5.760000,-14.040000
-14.520000,5.700000,-13.960000
-14.590000,5.570000,-14.080000
-14.470000,5.660000,-14.180000
-14.590000,6.040000,-14.090000
-14.720000,5.950000,-13.940000
-14.600000,5.740000,-13.890000
-14.520000,5.600000,-14.020000
-14.420000,5.880000,-14.220000
-14.520000,5.610000,-14.040000
-14.400000,5.710000,-14.040000
-15.220000,6.060000,-14.380000
-15.230000,6.350000,-13.960000
-14.660000,5.790000,-13.940000
-15.390000,6.230000,-13.850000
-14.440000,5.680000,-14.100000
-14.810000,5.640000,-14.290000
-14.480000,6.000000,-14.150000
-14.650000,5.660000,-14.300000
-14.700000,5.670000,-13.950000
-14.510000,5.910000,-13.790000
-14.480000,5.740000,-13.890000
-14.450000,5.660000,-14.140000
-14.400000,5.770000,-13.940000
-14.760000,5.860000,-14.310000
-14.590000,5.960000,-14.150000
-14.440000,5.690000,-14.140000
-14.390000,5.720000,-14.060000
-14.780000,5.650000,-14.310000
-14.480000,5.650000,-14.140000
-15.700000,6.520000,-14.050000
-14.400000,5.720000,-13.970000
-15.870000,6.480000,-14.230000
-14.900000,6.290000,-13.940000
-14.630000,6.020000,-13.960000
-14.390000,5.760000,-14.000000
-14.540000,5.610000,-14.050000
-14.440000,5.670000,-14.020000
-15.600000,6.380000,-14.000000
-14.410000,5.710000,-14.100000
-15.710000,6.300000,-13.930000
-15.510000,6.690000,-14.000000
-15.420000,6.390000,-14.010000
-14.660000,5.660000,-14.310000
-14.690000,5.880000,-13.960000
-15.260000,6.340000,-13.860000
-14.570000,5.890000,-14.310000
-15.800000,6.540000,-13.990000
-15.690000,6.390000,-13.940000
-14.640000,5.970000,-14.100000
-15.750000,6.470000,-14.090000
-14.790000,5.670000,-14.360000
-16.080000,6.200000,-13.880000
-14.440000,5.690000,-14.100000
-15.720000,6.560000,-14.010000
-14.390000,5.900000,-14.170000
-14.430000,5.670000,-14.110000
-14.480000,5.640000,-14.080000
-14.720000,5.700000,-14.100000
-14.410000,5.820000,-13.870000
-14.700000,5.710000,-13.950000
-14.410000,5.970000,-14.090000
-14.680000,5.880000,-14.020000
-15.550000,5.750000,-14.220000
-15.740000,6.540000,-14.040000
-15.780000,6.300000,-13.920000
-15.520000,6.310000,-13.790000
-14.620000,5.970000,-14.190000
-15.680000,6.310000,-13.850000
-16.010000,6.200000,-14.010000
-15.880000,6.260000,-13.890000
-14.420000,5.710000,-13.970000
-14.490000,5.960000,-14.240000
-14.680000,5.910000,-14.040000
-15.850000,6.280000,-13.780000
-15.080000,5.630000,-14.260000
-15.920000,6.750000,-14.110000
