X,Y,Z
5.640000,4.670000,35.300000
5.440000,4.640000,35.440000
6.520000,5.680000,35.650000
6.680000,5.780000,35.160000
5.770000,5.490000,35.650000
5.480000,4.680000,35.300000
5.520000,5.050000,35.390000
6.460000,5.700000,35.650000
5.900000,4.720000,35.470000
5.720000,4.640000,35.420000
5.300000,4.800000,35.340000
5.560000,4.620000,35.460000
5.510000,4.720000,35.290000
6.250000,5.720000,35.500000
5.770000,5.590000,35.290000
5.270000,4.830000,35.370000
5.550000,4.660000,35.320000
5.300000,4.770000,35.380000
5.420000,4.650000,35.450000
5.310000,5.150000,35.650000
5.350000,4.710000,35.470000
5.530000,4.930000,35.520000
5.340000,4.690000,35.450000
5.770000,4.710000,35.310000
6.630000,5.860000,35.160000
5.660000,4.630000,35.460000
6.440000,5.720000,35.600000
5.530000,4.700000,35.290000
5.500000,4.670000,35.310000
6.100000,5.100000,35.290000
5.520000,5.000000,35.400000
6.370000,5.740000,35.400000
5.540000,4.930000,35.460000
5.820000,4.670000,35.390000
6.590000,6.020000,35.250000
5.250000,4.810000,35.450000
5.320000,4.740000,35.350000
5.380000,4.850000,35.290000
5.990000,4.810000,35.420000
6.680000,5.640000,35.650000
5.350000,4.700000,35.390000
5.780000,4.810000,35.290000
5.240000,4.870000,35.420000
6.430000,5.980000,35.290000
5.390000,4.660000,35.380000
5.260000,4.830000,35.430000
5.440000,5.000000,35.650000
5.370000,4.660000,35.470000
5.400000,4.770000,35.290000
5.260000,5.040000,35.430000
5.450000,4.670000,35.350000
6.600000,5.950000,35.760000
5.790000,4.720000,35.290000
5.530000,4.930000,35.300000
5.280000,4.810000,35.360000
5.290000,4.770000,35.390000
5.740000,4.680000,35.310000
5.650000,4.690000,35.650000
6.490000,5.800000,35.290000
5.690000,4.660000,35.350000
6.440000,5.790000,35.650000
5.290000,5.050000,35.290000
5.580000,4.620000,35.420000
6.350000,5.920000,35.290000
5.330000,4.730000,35.360000
5.700000,4.890000,35.290000
5.690000,5.450000,35.650000
5.730000,4.810000,35.650000
6.540000,5.900000,35.710000
5.660000,5.200000,35.650000
5.330000,4.820000,35.650000
5.360000,4.750000,35.310000
5.610000,4.830000,35.290000
5.390000,4.830000,35.650000
6.440000,5.840000,35.650000
6.180000,5.690000,35.580000
5.500000,4.640000,35.380000
6.060000,5.620000,35.540000
5.670000,5.280000,35.510000
5.400000,5.040000,35.650000
6.560000,5.780000,35.650000
5.330000,4.880000,35.290000
5.460000,4.830000,35.290000
5.550000,4.780000,35.290000
5.340000,4.790000,35.300000
6.500000,5.660000,35.290000
5.880000,5.580000,35.390000
5.470000,4.630000,35.470000
5.380000,5.040000,35.290000
5.520000,4.970000,35.310000
6.580000,5.580000,35.290000
5.420000,5.220000,35.290000
5.760000,4.670000,35.350000
5.270000,4.760000,35.470000
6.620000,5.900000,35.220000
6.440000,5.710000,35.630000
5.320000,4.720000,35.410000
5.280000,4.760000,35.390000
6.650000,5.870000,35.670000
5.690000,4.700000,35.290000
6.370000,5.780000,35.650000
5.510000,4.870000,35.290000
5.590000,4.620000,35.440000
6.280000,5.880000,35.290000
5.380000,4.690000,35.330000
6.450000,5.860000,35.650000
6.490000,5.250000,35.290000
6.370000,5.740000,35.390000
6.670000,5.690000,35.290000
5.400000,4.700000,35.310000
5.290000,4.750000,35.420000
6.380000,5.780000,35.290000
5.420000,4.660000,35.390000
6.390000,5.740000,35.550000
5.390000,4.650000,35.450000
5.300000,4.780000,35.350000
5.980000,4.810000,35.400000
5.520000,4.950000,35.470000
6.550000,5.490000,35.650000
6.440000,5.720000,35.480000
6.660000,5.830000,35.790000
5.390000,4.680000,35.380000
5.260000,4.810000,35.440000
6.640000,5.690000,35.290000
5.510000,4.910000,35.290000
5.380000,4.670000,35.430000
6.320000,5.740000,35.570000
5.450000,4.690000,35.320000
5.320000,4.730000,35.390000
5.490000,4.630000,35.440000
5.500000,4.820000,35.290000
6.440000,5.830000,35.290000
5.410000,4.650000,35.380000
5.390000,4.720000,35.330000
6.530000,5.900000,35.660000
5.510000,4.670000,35.310000
5.710000,5.340000,35.380000
6.500000,5.410000,35.290000
5.950000,4.800000,35.330000
5.830000,4.970000,35.650000
5.280000,4.780000,35.420000
5.550000,4.890000,35.650000
5.620000,4.750000,35.650000
5.810000,4.690000,35.420000
5.300000,4.740000,35.410000
5.720000,4.630000,35.410000
5.560000,4.860000,35.290000
6.420000,5.730000,35.570000
5.470000,5.120000,35.290000
5.870000,4.730000,35.310000
5.370000,4.670000,35.440000
5.280000,4.810000,35.360000
5.500000,4.900000,35.290000
6.620000,5.960000,35.170000
5.290000,4.740000,35.440000
5.410000,4.650000,35.460000
5.620000,5.200000,35.370000
5.330000,4.880000,35.650000
5.530000,4.660000,35.290000
5.910000,4.740000,35.290000
5.350000,4.730000,35.340000
5.830000,4.690000,35.370000
5.350000,4.710000,35.360000
5.600000,4.780000,35.650000
5.240000,4.960000,35.420000
6.430000,5.860000,35.290000
5.830000,4.890000,35.650000
5.520000,5.070000,35.320000
6.660000,5.840000,35.780000
5.940000,4.750000,35.330000
5.340000,4.870000,35.650000
5.390000,4.920000,35.290000
5.270000,5.020000,35.390000
5.400000,4.900000,35.650000
5.870000,5.560000,35.650000
5.460000,4.660000,35.360000
5.400000,4.860000,35.650000
5.380000,4.740000,35.300000
